voting_ID,MP_ID,voting,faction_id
1417090270,26327,За,4
1417090270,89,За,4
1417090270,18445,За,4
1417090270,26303,За,4
1417090270,19992,За,4
1417090270,19228,За,4
1417090270,23508,За,4
1417090270,24868,За,4
1417090270,24349,За,4
1417090270,25923,За,4
1417090270,25032,За,4
1417090270,19183,За,4
1417090270,101,Відсутній,4
1417090270,17474,Утримався,4
1417090270,26317,За,4
1417090270,102,Не голосувала,4
1417090270,19879,За,4
1417090270,105,За,4
1417090270,23730,За,4
1417090270,106,За,4
1417090270,109,За,4
1417090270,22442,За,4
1417090270,111,За,4
1417090270,25931,За,4
1417090270,19462,За,4
1417090270,24371,Не голосував,4
1417090270,113,За,4
1417090270,24863,За,4
1417090270,20393,За,4
1417090270,16494,За,4
1417090270,21554,За,4
1417090270,114,За,4
1417090270,115,За,4
1417090270,116,За,4
1417090270,21990,За,4
1417090270,20431,За,4
1417090270,120,За,4
1417090270,124,За,4
1417090270,24335,За,4
1417090270,23759,За,4
1417090270,25930,За,4
1417090270,18464,За,4
1417090270,127,За,4
1417090270,128,За,4
1417090270,22207,За,4
1417090270,18502,За,4
1417090270,26678,За,4
1417090270,131,За,4
1417090270,20569,За,4
1417090270,25929,За,4
1417090270,136,За,4
1417090270,26323,За,4
1417090270,26306,За,4
1417090270,18450,За,4
1417090270,140,За,4
1417090270,142,Відсутній,4
1417090270,145,За,4
1417090270,147,За,4
1417090270,26676,За,4
1417090270,149,За,4
1417090270,150,За,4
1417090270,151,За,4
1417090270,152,За,4
1417090270,23673,За,4
1417090270,153,За,4
1417090270,25039,За,4
1417090270,162,За,4
1417090270,25042,За,4
1417090270,166,За,4
1417090270,26305,За,4
1417090270,18438,За,4
1417090270,170,За,4
1417090270,18757,За,4
1417090270,25920,За,4
1417090270,172,За,4
1417090270,25945,Не голосував,4
1417090270,21022,За,4
1417090270,24869,За,4
1417090270,175,За,4
1417090270,20536,За,4
1417090270,26329,За,4
1417090270,177,За,4
1417090270,178,За,4
1417090270,179,За,4
1417090270,180,За,4
1417090270,26321,За,4
1417090270,182,За,4
1417090270,18510,За,4
1417090270,18439,За,4
1417090270,20489,За,4
1417090270,26316,Не голосував,4
1417090270,23307,За,4
1417090270,18447,За,4
1417090270,24870,За,4
1417090270,26311,За,4
1417090270,24549,За,4
1417090270,20589,За,4
1417090270,17018,За,4
1417090270,26314,За,4
1417090270,25046,За,4
1417090270,24623,Не голосувала,4
1417090270,25942,За,4
1417090270,25038,За,4
1417090270,24619,За,4
1417090270,18536,За,4
1417090270,18566,За,4
1417090270,25918,Не голосував,4
1417090270,19818,За,4
1417090270,25048,За,4
1417090270,22045,За,4
1417090270,1683,За,4
1417090270,1842,За,4
1417090270,198,За,4
1417090270,18456,За,4
1417090270,200,За,4
1417090270,22989,За,4
1417090270,203,За,4
1417090270,24311,Не голосував,4
1417090270,21972,За,4
1417090270,21410,Не голосував,4
1417090270,19364,Утримався,4
1417090270,20376,За,4
1417090270,19288,За,4
1417090270,212,За,4
1417090270,19171,За,4
1417090270,214,За,4
1417090270,23814,За,4
1417090270,25925,За,4
1417090270,217,За,4
1417090270,21913,За,4
1417090270,24865,За,4
1417090270,25031,За,4
1417090270,21761,За,4
1417090270,18444,За,4
1417090270,18758,За,4
1417090270,26307,За,4
1417090270,222,Не голосував,4
1417090270,18675,За,4
1417090270,20209,За,4
1417090270,25033,За,4
1417090270,18753,Не голосував,4
1417090270,20526,Не голосував,4
1417090270,22370,За,4
1417090270,18441,За,4
1417090270,227,За,4
1417090270,21763,Не голосував,4
1417090270,26301,За,4
1417090270,24867,За,4
1417090270,233,За,4
1417090270,20994,За,4
1417090270,232,За,4
1417090270,19159,За,4
1417090270,26304,За,4
1417090270,25927,За,4
1417090270,239,За,4
1417090270,242,За,4
1417090270,243,За,4
1417090270,19934,За,4
1417090270,25040,За,4
1417090270,19173,За,4
1417090270,246,За,4
1417090270,23370,За,4
1417090270,19506,За,4
1417090270,23252,За,4
1417090270,26330,За,4
1417090270,24146,Не голосував,4
1417090270,20884,За,4
1417090270,24108,За,4
1417090270,253,За,4
1417090270,19139,За,4
1417090270,24613,За,4
1417090270,256,За,4
1417090270,259,Відсутній,4
1417090270,25944,За,4
1417090270,263,За,4
1417090270,25928,За,4
1417090270,265,За,4
1417090270,266,За,4
1417090270,18592,За,4
1417090270,20061,Не голосував,4
1417090270,269,За,4
1417090270,275,Відсутній,4
1417090270,23279,За,4
1417090270,26328,За,4
1417090270,26308,За,4
1417090270,22657,За,4
1417090270,26322,За,4
1417090270,279,За,4
1417090270,22288,За,4
1417090270,280,За,4
1417090270,22097,За,4
1417090270,283,За,4
1417090270,284,За,4
1417090270,24873,За,4
1417090270,285,За,4
1417090270,445,За,4
1417090270,289,За,4
1417090270,290,За,4
1417090270,26313,За,4
1417090270,25933,За,4
1417090270,293,За,4
1417090270,25932,За,4
1417090270,294,За,4
1417090270,295,За,4
1417090270,296,За,4
1417090270,24872,За,4
1417090270,297,Відсутній,4
1417090270,300,За,4
1417090270,301,За,4
1417090270,24871,За,4
1417090270,23263,За,4
1417090270,305,За,4
1417090270,20959,За,4
1417090270,307,За,4
1417090270,308,За,4
1417090270,24189,За,4
1417090270,309,Не голосував,4
1417090270,310,За,4
1417090270,313,За,4
1417090270,18498,За,4
1417090270,314,Відсутній,4
1417090270,25939,За,4
1417090270,23207,Не голосувала,4
1417090270,21342,За,4
1417090270,25047,За,4
1417090270,323,За,4
1417090270,19980,За,4
1417090270,24615,За,4
1417090270,21822,За,4
1417090270,326,За,4
1417090270,25041,За,4
1417090270,329,За,4
1417090270,25936,За,4
1417090270,24864,За,4
1417090270,333,За,4
1417090270,20801,Не голосував,4
1417090270,21366,За,4
1417090270,24622,За,4
1417090270,24392,За,4
1417090270,338,За,4
1417090270,22401,За,4
1417090270,339,За,4
1417090270,25943,Не голосувала,4
1417090270,20068,Не голосував,4
1417090270,340,За,4
1417090270,26677,За,4
1417090270,19754,За,4
1417090270,26673,Відсутня,4
1417090270,26319,За,4
1417090270,344,За,4
1417090270,22353,За,4
1417090270,349,Відсутній,4
1417090270,25940,За,4
1417090270,25915,Не голосував,4
1417090270,18451,Не голосував,4
1417090270,25934,За,4
1417090270,18468,За,4
1417090270,21629,За,4
1417090270,25917,За,4
1417090270,25938,За,4
1417090270,24866,Не голосував,4
1417090270,25916,За,4
1417090270,24621,За,4
1417090270,25926,За,4
1417090270,366,За,4
1417090270,18239,За,4
1417090270,22195,Не голосував,4
1417090270,368,Відсутній,4
1417090270,25043,За,4
1417090270,25924,За,4
1417090270,18481,За,4
1417090270,24051,За,4
1417090270,19150,За,4
1417090270,18509,За,4
1417090270,372,За,4
1417090270,18525,За,4
1417090270,20904,За,4
1417090270,21605,За,4
1417090270,25919,За,4
1417090270,25027,За,4
1417090270,382,За,4
1417090270,22333,Не голосував,4
1417090270,25026,Не голосував,4
1417090270,25029,За,4
1417090270,21379,За,4
1417090270,388,За,4
1417090270,389,Не голосував,4
1417090270,21649,За,4
1417090270,26318,За,4
1417090270,393,За,4
1417090270,19644,За,4
1417090270,23598,За,4
1417090270,20635,За,4
1417090270,397,За,4
1417090270,399,За,4
1417090270,402,Відсутній,4
1417090270,21965,Не голосував,4
1417090270,1886,За,4
1417090270,26312,За,4
1417090270,22571,За,4
1417090270,404,За,4
1417090270,21154,За,4
1417090270,407,За,4
1417090270,408,За,4
1417090270,23406,За,4
1417090270,18234,За,4
1417090270,26320,За,4
1417090270,26309,За,4
1417090270,20459,За,4
1417090270,420,За,4
1417090270,422,За,4
1417090270,1889,За,4
1417090270,429,Відсутній,4
1417090270,24140,За,4
1417090270,430,За,4
1417090270,431,За,4
1417090270,432,Не голосував,4
1417090270,26675,За,4
1417090270,433,За,4
1417090270,434,За,4
1417090270,24874,За,4
1417090270,437,За,4
1417090270,17209,За,4
1417090270,26310,За,4
1417090270,18542,За,4
1417090270,20427,За,4
1417090270,19129,За,4
1417090270,20864,За,4
1417090270,22942,За,4
1417090270,22114,За,4
1417090270,443,За,4
1417090270,444,Відсутній,4
1417090482,1,За,4
1417090482,2,За,4
1417090482,4,Не голосувала,4
1417090482,18549,За,4
1417090482,26325,За,4
1417090482,21421,За,4
1417090482,7,За,4
1417090482,26315,За,4
1417090482,22417,За,4
1417090482,21635,За,4
1417090482,24620,За,4
1417090482,22542,За,4
1417090482,11,За,4
1417090482,25921,За,4
1417090482,18472,За,4
1417090482,23016,Не голосував,4
1417090482,26326,За,4
1417090482,17,За,4
1417090482,19,За,4
1417090482,19738,За,4
1417090482,18,За,4
1417090482,20,За,4
1417090482,21,За,4
1417090482,23868,За,4
1417090482,20495,За,4
1417090482,22,Не голосувала,4
1417090482,23,За,4
1417090482,24417,За,4
1417090482,25028,За,4
1417090482,26,За,4
1417090482,25941,За,4
1417090482,27,За,4
1417090482,24490,За,4
1417090482,29,Не голосував,4
1417090482,30,За,4
1417090482,35,За,4
1417090482,26302,За,4
1417090482,37,За,4
1417090482,18544,За,4
1417090482,24861,Не голосував,4
1417090482,40,За,4
1417090482,23233,За,4
1417090482,24614,За,4
1417090482,19690,За,4
1417090482,49,За,4
1417090482,50,За,4
1417090482,51,Не голосував,4
1417090482,23820,За,4
1417090482,23335,За,4
1417090482,22618,За,4
1417090482,25036,За,4
1417090482,60,За,4
1417090482,25034,За,4
1417090482,25922,За,4
1417090482,25035,За,4
1417090482,24862,Відсутній,4
1417090482,21135,За,4
1417090482,24616,За,4
1417090482,18440,За,4
1417090482,21281,За,4
1417090482,64,За,4
1417090482,25037,За,4
1417090482,25935,За,4
1417090482,67,Не голосував,4
1417090482,24617,За,4
1417090482,22824,Не голосував,4
1417090482,24618,За,4
1417090482,22012,Відсутній,4
1417090482,23161,За,4
1417090482,26324,За,4
1417090482,19537,За,4
1417090482,25030,За,4
1417090482,71,За,4
1417090482,72,За,4
1417090482,75,Не голосував,4
1417090482,77,За,4
1417090482,81,За,4
1417090482,24213,За,4
1417090482,23449,За,4
1417090482,20598,За,4
1417090482,25914,Не голосувала,4
1417090482,18540,За,4
1417090482,22474,За,4
1417090482,18363,За,4
1417090482,26327,За,4
1417090482,89,За,4
1417090482,18445,За,4
1417090482,26303,За,4
1417090482,19992,За,4
1417090482,19228,За,4
1417090482,23508,За,4
1417090482,24868,Не голосував,4
1417090482,24349,За,4
1417090482,25923,За,4
1417090482,25032,За,4
1417090482,19183,За,4
1417090482,101,Відсутній,4
1417090482,17474,За,4
1417090482,26317,За,4
1417090482,102,Не голосувала,4
1417090482,19879,За,4
1417090482,105,За,4
1417090482,23730,За,4
1417090482,106,За,4
1417090482,109,За,4
1417090482,22442,Не голосував,4
1417090482,111,За,4
1417090482,25931,За,4
1417090482,19462,За,4
1417090482,24371,За,4
1417090482,113,Не голосував,4
1417090482,24863,Не голосував,4
1417090482,20393,За,4
1417090482,16494,За,4
1417090482,21554,За,4
1417090482,114,Не голосував,4
1417090482,115,За,4
1417090482,116,За,4
1417090482,21990,За,4
1417090482,20431,За,4
1417090482,120,За,4
1417090482,124,Не голосував,4
1417090482,24335,За,4
1417090482,23759,За,4
1417090482,25930,За,4
1417090482,18464,За,4
1417090482,127,За,4
1417090482,128,За,4
1417090482,22207,За,4
1417090482,18502,За,4
1417090482,26678,За,4
1417090482,131,За,4
1417090482,20569,За,4
1417090482,25929,За,4
1417090482,136,За,4
1417090482,26323,За,4
1417090482,26306,За,4
1417090482,18450,За,4
1417090482,140,Не голосував,4
1417090482,142,Відсутній,4
1417090482,145,За,4
1417090482,147,За,4
1417090482,26676,За,4
1417090482,149,За,4
1417090482,150,За,4
1417090482,151,За,4
1417090482,152,Не голосував,4
1417090482,23673,За,4
1417090482,153,За,4
1417090482,25039,За,4
1417090482,162,За,4
1417090482,25042,За,4
1417090482,166,За,4
1417090482,26305,За,4
1417090482,18438,За,4
1417090482,170,За,4
1417090482,18757,За,4
1417090482,25920,За,4
1417090482,172,За,4
1417090482,25945,За,4
1417090482,21022,За,4
1417090482,24869,Не голосував,4
1417090482,175,За,4
1417090482,20536,За,4
1417090482,26329,За,4
1417090482,177,За,4
1417090482,178,За,4
1417090482,179,За,4
1417090482,180,За,4
1417090482,26321,За,4
1417090482,182,За,4
1417090482,18510,За,4
1417090482,18439,За,4
1417090482,20489,Не голосував,4
1417090482,26316,За,4
1417090482,23307,За,4
1417090482,18447,За,4
1417090482,24870,Не голосував,4
1417090482,26311,За,4
1417090482,24549,За,4
1417090482,20589,За,4
1417090482,17018,Не голосувала,4
1417090482,26314,За,4
1417090482,25046,За,4
1417090482,24623,Не голосувала,4
1417090482,25942,За,4
1417090482,25038,За,4
1417090482,24619,За,4
1417090482,18536,За,4
1417090482,18566,За,4
1417090482,25918,Не голосував,4
1417090482,19818,За,4
1417090482,25048,За,4
1417090482,22045,За,4
1417090482,1683,За,4
1417090482,1842,За,4
1417090482,198,За,4
1417090482,18456,За,4
1417090482,200,За,4
1417090482,22989,За,4
1417090482,203,За,4
1417090482,24311,За,4
1417090482,21972,За,4
1417090482,21410,Не голосував,4
1417090482,19364,За,4
1417090482,20376,За,4
1417090482,19288,За,4
1417090482,212,За,4
1417090482,19171,За,4
1417090482,214,За,4
1417090482,23814,За,4
1417090482,25925,За,4
1417090482,217,За,4
1417090482,21913,За,4
1417090482,24865,Не голосував,4
1417090482,25031,За,4
1417090482,21761,За,4
1417090482,18444,За,4
1417090482,18758,За,4
1417090482,26307,За,4
1417090482,222,Утримався,4
1417090482,18675,За,4
1417090482,20209,За,4
1417090482,25033,За,4
1417090482,18753,Не голосував,4
1417090482,20526,Не голосував,4
1417090482,22370,За,4
1417090482,18441,За,4
1417090482,227,За,4
1417090482,21763,Не голосував,4
1417090482,26301,За,4
1417090482,24867,Не голосував,4
1417090482,233,Не голосувала,4
1417090482,20994,За,4
1417090482,232,За,4
1417090482,19159,За,4
1417090482,26304,За,4
1417090482,25927,За,4
1417090482,239,За,4
1417090482,242,За,4
1417090482,243,Не голосував,4
1417090482,19934,За,4
1417090482,25040,За,4
1417090482,19173,За,4
1417090482,246,Не голосував,4
1417090482,23370,За,4
1417090482,19506,За,4
1417090482,23252,За,4
1417090482,26330,За,4
1417090482,24146,Не голосував,4
1417090482,20884,За,4
1417090482,24108,За,4
1417090482,253,За,4
1417090482,19139,За,4
1417090482,24613,За,4
1417090482,256,Не голосував,4
1417090482,259,Відсутній,4
1417090482,25944,За,4
1417090482,263,Відсутній,4
1417090482,25928,За,4
1417090482,265,За,4
1417090482,266,За,4
1417090482,18592,Не голосував,4
1417090482,20061,За,4
1417090482,269,За,4
1417090482,275,Відсутній,4
1417090482,23279,За,4
1417090482,26328,За,4
1417090482,26308,Не голосував,4
1417090482,22657,За,4
1417090482,26322,За,4
1417090482,279,За,4
1417090482,22288,За,4
1417090482,280,За,4
1417090482,22097,За,4
1417090482,283,Не голосував,4
1417090482,284,За,4
1417090482,24873,Не голосував,4
1417090482,285,За,4
1417090482,445,Не голосував,4
1417090482,289,Не голосував,4
1417090482,290,За,4
1417090482,26313,За,4
1417090482,25933,За,4
1417090482,293,За,4
1417090482,25932,За,4
1417090482,294,За,4
1417090482,295,За,4
1417090482,296,За,4
1417090482,24872,Не голосував,4
1417090482,297,Відсутній,4
1417090482,300,За,4
1417090482,301,За,4
1417090482,24871,Не голосував,4
1417090482,23263,За,4
1417090482,305,За,4
1417090482,20959,За,4
1417090482,307,За,4
1417090482,308,За,4
1417090482,24189,За,4
1417090482,309,Не голосував,4
1417090482,310,За,4
1417090482,313,За,4
1417090482,18498,За,4
1417090482,314,Відсутній,4
1417090482,25939,За,4
1417090482,23207,За,4
1417090482,21342,За,4
1417090482,25047,За,4
1417090482,323,За,4
1417090482,19980,За,4
1417090482,24615,За,4
1417090482,21822,За,4
1417090482,326,За,4
1417090482,25041,За,4
1417090482,329,За,4
1417090482,25936,За,4
1417090482,24864,Не голосував,4
1417090482,333,За,4
1417090482,20801,За,4
1417090482,21366,За,4
1417090482,24622,За,4
1417090482,24392,За,4
1417090482,338,За,4
1417090482,22401,За,4
1417090482,339,За,4
1417090482,25943,За,4
1417090482,20068,Не голосував,4
1417090482,340,За,4
1417090482,26677,За,4
1417090482,19754,За,4
1417090482,26673,Відсутня,4
1417090482,26319,За,4
1417090482,344,За,4
1417090482,22353,Не голосував,4
1417090482,349,Відсутній,4
1417090482,25940,За,4
1417090482,25915,Не голосував,4
1417090482,18451,Не голосував,4
1417090482,25934,За,4
1417090482,18468,За,4
1417090482,21629,За,4
1417090482,25917,За,4
1417090482,25938,За,4
1417090482,24866,Не голосував,4
1417090482,25916,За,4
1417090482,24621,За,4
1417090482,25926,За,4
1417090482,366,За,4
1417090482,18239,За,4
1417090482,22195,Не голосував,4
1417090482,368,Відсутній,4
1417090482,25043,За,4
1417090482,25924,За,4
1417090482,18481,За,4
1417090482,24051,Не голосував,4
1417090482,19150,За,4
1417090482,18509,За,4
1417090482,372,За,4
1417090482,18525,За,4
1417090482,20904,За,4
1417090482,21605,За,4
1417090482,25919,За,4
1417090482,25027,За,4
1417090482,382,За,4
1417090482,22333,Не голосував,4
1417090482,25026,За,4
1417090482,25029,За,4
1417090482,21379,За,4
1417090482,388,За,4
1417090482,389,За,4
1417090482,21649,За,4
1417090482,26318,За,4
1417090482,393,За,4
1417090482,19644,За,4
1417090482,23598,Не голосував,4
1417090482,20635,За,4
1417090482,397,За,4
1417090482,399,За,4
1417090482,402,Відсутній,4
1417090482,21965,За,4
1417090482,1886,За,4
1417090482,26312,За,4
1417090482,22571,За,4
1417090482,404,За,4
1417090482,21154,За,4
1417090482,407,За,4
1417090482,408,За,4
1417090482,23406,За,4
1417090482,18234,За,4
1417090482,26320,За,4
1417090482,26309,За,4
1417090482,20459,За,4
1417090482,420,За,4
1417090482,422,За,4
1417090482,1889,За,4
1417090482,429,Відсутній,4
1417090482,24140,За,4
1417090482,430,За,4
1417090482,431,За,4
1417090482,432,Не голосував,4
1417090482,26675,За,4
1417090482,433,За,4
1417090482,434,Не голосував,4
1417090482,24874,Не голосував,4
1417090482,437,Не голосував,4
1417090482,17209,За,4
1417090482,26310,За,4
1417090482,18542,За,4
1417090482,20427,За,4
1417090482,19129,За,4
1417090482,20864,За,4
1417090482,22942,За,4
1417090482,22114,За,4
1417090482,443,За,4
1417090482,444,Відсутній,4
1417092081,1,За,4
1417092081,2,За,4
1417092081,4,За,4
1417092081,18549,За,4
1417092081,26325,За,4
1417092081,21421,За,4
1417092081,7,За,4
1417092081,26315,За,4
1417092081,22417,За,4
1417092081,21635,За,4
1417092081,24620,За,4
1417092081,22542,За,4
1417092081,11,За,4
1417092081,25921,За,4
1417092081,18472,За,4
1417092081,23016,За,4
1417092081,26326,За,4
1417092081,17,За,4
1417092081,19,За,4
1417092081,19738,За,4
1417092081,18,За,4
1417092081,20,Не голосував,4
1417092081,21,За,4
1417092081,23868,За,4
1417092081,20495,За,4
1417092081,22,За,4
1417092081,23,За,4
1417092081,24417,За,4
1417092081,25028,За,4
1417092081,26,За,4
1417092081,25941,За,4
1417092081,27,За,4
1417092081,24490,За,4
1417092081,29,За,4
1417092081,30,За,4
1417092081,35,За,4
1417092081,26302,За,4
1417092081,37,За,4
1417092081,18544,За,4
1417092081,24861,За,4
1417092081,40,За,4
1417092081,23233,За,4
1417092081,24614,За,4
1417092081,19690,За,4
1417092081,49,За,4
1417092081,50,За,4
1417092081,51,За,4
1417092081,23820,За,4
1417092081,23335,За,4
1417092081,22618,За,4
1417092081,25036,За,4
1417092081,60,За,4
1417092081,25034,За,4
1417092081,25922,За,4
1417092081,25035,За,4
1417092081,24862,Не голосував,4
1417092081,21135,За,4
1417092081,24616,За,4
1417092081,18440,За,4
1417092081,21281,За,4
1417092081,64,За,4
1417092081,25037,За,4
1417092081,25935,За,4
1417092081,67,За,4
1417092081,24617,За,4
1417092081,22824,Не голосував,4
1417092081,24618,За,4
1417092081,22012,За,4
1417092081,23161,За,4
1417092081,26324,За,4
1417092081,19537,За,4
1417092081,25030,За,4
1417092081,71,За,4
1417092081,72,За,4
1417092081,75,Не голосував,4
1417092081,77,За,4
1417092081,81,За,4
1417092081,24213,За,4
1417092081,23449,За,4
1417092081,20598,За,4
1417092081,25914,Не голосувала,4
1417092081,18540,За,4
1417092081,22474,За,4
1417092081,18363,За,4
1417092081,26327,За,4
1417092081,89,За,4
1417092081,18445,За,4
1417092081,26303,За,4
1417092081,19992,За,4
1417092081,19228,За,4
1417092081,23508,За,4
1417092081,24868,За,4
1417092081,24349,За,4
1417092081,25923,За,4
1417092081,25032,За,4
1417092081,19183,За,4
1417092081,101,За,4
1417092081,17474,За,4
1417092081,26317,За,4
1417092081,102,За,4
1417092081,19879,За,4
1417092081,105,За,4
1417092081,23730,За,4
1417092081,106,За,4
1417092081,109,За,4
1417092081,22442,За,4
1417092081,111,За,4
1417092081,25931,За,4
1417092081,19462,За,4
1417092081,24371,За,4
1417092081,113,За,4
1417092081,24863,За,4
1417092081,20393,За,4
1417092081,16494,За,4
1417092081,21554,За,4
1417092081,114,За,4
1417092081,115,За,4
1417092081,116,За,4
1417092081,21990,За,4
1417092081,20431,За,4
1417092081,120,За,4
1417092081,124,За,4
1417092081,24335,За,4
1417092081,23759,За,4
1417092081,25930,За,4
1417092081,18464,За,4
1417092081,127,За,4
1417092081,128,За,4
1417092081,22207,За,4
1417092081,18502,За,4
1417092081,26678,За,4
1417092081,131,За,4
1417092081,20569,За,4
1417092081,25929,За,4
1417092081,136,За,4
1417092081,26323,За,4
1417092081,26306,За,4
1417092081,18450,За,4
1417092081,140,За,4
1417092081,142,За,4
1417092081,145,За,4
1417092081,147,За,4
1417092081,26676,За,4
1417092081,149,За,4
1417092081,150,За,4
1417092081,151,За,4
1417092081,152,За,4
1417092081,23673,За,4
1417092081,153,За,4
1417092081,25039,За,4
1417092081,162,За,4
1417092081,25042,За,4
1417092081,166,За,4
1417092081,26305,За,4
1417092081,18438,За,4
1417092081,170,За,4
1417092081,18757,За,4
1417092081,25920,За,4
1417092081,172,За,4
1417092081,25945,За,4
1417092081,21022,За,4
1417092081,24869,За,4
1417092081,175,За,4
1417092081,20536,За,4
1417092081,26329,За,4
1417092081,177,За,4
1417092081,178,За,4
1417092081,179,За,4
1417092081,180,За,4
1417092081,26321,За,4
1417092081,182,За,4
1417092081,18510,За,4
1417092081,18439,За,4
1417092081,20489,За,4
1417092081,26316,За,4
1417092081,23307,За,4
1417092081,18447,За,4
1417092081,24870,За,4
1417092081,26311,Не голосував,4
1417092081,24549,За,4
1417092081,20589,За,4
1417092081,17018,Не голосувала,4
1417092081,26314,За,4
1417092081,25046,За,4
1417092081,24623,За,4
1417092081,25942,За,4
1417092081,25038,За,4
1417092081,24619,За,4
1417092081,18536,За,4
1417092081,18566,За,4
1417092081,25918,Не голосував,4
1417092081,19818,За,4
1417092081,25048,За,4
1417092081,22045,За,4
1417092081,1683,За,4
1417092081,1842,За,4
1417092081,198,За,4
1417092081,18456,За,4
1417092081,200,За,4
1417092081,22989,За,4
1417092081,203,За,4
1417092081,24311,За,4
1417092081,21972,За,4
1417092081,21410,Не голосував,4
1417092081,19364,За,4
1417092081,20376,За,4
1417092081,19288,За,4
1417092081,212,За,4
1417092081,19171,За,4
1417092081,214,За,4
1417092081,23814,За,4
1417092081,25925,За,4
1417092081,217,За,4
1417092081,21913,За,4
1417092081,24865,Не голосував,4
1417092081,25031,За,4
1417092081,21761,За,4
1417092081,18444,За,4
1417092081,18758,За,4
1417092081,26307,За,4
1417092081,222,Не голосував,4
1417092081,18675,За,4
1417092081,20209,За,4
1417092081,25033,За,4
1417092081,18753,Не голосував,4
1417092081,20526,За,4
1417092081,22370,За,4
1417092081,18441,За,4
1417092081,227,За,4
1417092081,21763,Не голосував,4
1417092081,26301,Не голосував,4
1417092081,24867,За,4
1417092081,233,За,4
1417092081,20994,За,4
1417092081,232,За,4
1417092081,19159,За,4
1417092081,26304,За,4
1417092081,25927,За,4
1417092081,239,За,4
1417092081,242,За,4
1417092081,243,За,4
1417092081,19934,За,4
1417092081,25040,За,4
1417092081,19173,За,4
1417092081,246,За,4
1417092081,23370,За,4
1417092081,19506,За,4
1417092081,23252,За,4
1417092081,26330,За,4
1417092081,24146,Не голосував,4
1417092081,20884,За,4
1417092081,24108,За,4
1417092081,253,За,4
1417092081,19139,За,4
1417092081,24613,За,4
1417092081,256,За,4
1417092081,259,За,4
1417092081,25944,За,4
1417092081,263,За,4
1417092081,25928,За,4
1417092081,265,За,4
1417092081,266,За,4
1417092081,18592,За,4
1417092081,20061,За,4
1417092081,269,За,4
1417092081,275,За,4
1417092081,23279,За,4
1417092081,26328,За,4
1417092081,26308,За,4
1417092081,22657,За,4
1417092081,26322,За,4
1417092081,279,За,4
1417092081,22288,За,4
1417092081,280,За,4
1417092081,22097,За,4
1417092081,283,За,4
1417092081,284,За,4
1417092081,24873,Не голосував,4
1417092081,285,За,4
1417092081,445,За,4
1417092081,289,За,4
1417092081,290,За,4
1417092081,26313,За,4
1417092081,25933,Не голосував,4
1417092081,293,За,4
1417092081,25932,За,4
1417092081,294,За,4
1417092081,295,За,4
1417092081,296,За,4
1417092081,24872,За,4
1417092081,297,За,4
1417092081,300,За,4
1417092081,301,За,4
1417092081,24871,За,4
1417092081,23263,За,4
1417092081,305,За,4
1417092081,20959,За,4
1417092081,307,За,4
1417092081,308,За,4
1417092081,24189,За,4
1417092081,309,За,4
1417092081,310,За,4
1417092081,313,За,4
1417092081,18498,За,4
1417092081,314,За,4
1417092081,25939,За,4
1417092081,23207,За,4
1417092081,21342,За,4
1417092081,25047,За,4
1417092081,323,За,4
1417092081,19980,За,4
1417092081,24615,За,4
1417092081,21822,За,4
1417092081,326,За,4
1417092081,25041,За,4
1417092081,329,За,4
1417092081,25936,За,4
